Gulzar,"tujh ko dekhā hai jo dariyā ne idhar aate hue kuchh bhañvar Duub ga.e paanī meñ chakrāte hue 
ham ne to raat ko dāñtoñ se pakaḌ kar rakkhā chhīnā-jhapTī meñ ufuq khultā gayā jaate hue 
maiñ na hūñgā to ḳhizāñ kaise kaTegī terī shoḳh patte ne kahā shāḳh se murjhāte hue 
hasrateñ apnī bilaktīñ na yatīmoñ kī tarah ham ko āvāz hī de lete zarā jaate hue 
sī liye hoñT vo pākīza nigāheñ sun kar mailī ho jaatī hai āvāz bhī dohrāte hue 
tujh ko dekha hai jo dariya ne idhar aate hue kuchh bhanwar Dub gae pani mein chakraate hue 
hum ne to raat ko danton se pakaD kar rakkha chhina-jhapTi mein ufuq khulta gaya jate hue 
main na hunga to KHizan kaise kaTegi teri shoKH patte ne kaha shaKH se murjhate hue 
hasraten apni bilaktin na yatimon ki tarah hum ko aawaz hi de lete zara jate hue 
si liye honT wo pakiza nigahen sun kar maili ho jati hai aawaz bhi dohraate hue "
Shakeel Badayuni,"tirī anjuman meñ zālim ajab ehtimām dekhā kahīñ zindagī kī bārish kahīñ qatl-e-ām dekhā 
merī arz-e-shauq paḌh leñ ye kahāñ unheñ gavārā vahīñ chaak kar diyā ḳhat jahāñ merā naam dekhā 
baḌī minnatoñ se aa kar vo mujhe manā rahe haiñ maiñ bachā rahā huuñ dāman mirā intiqām dekhā 
ai 'shakīl' rūh-parvar tirī be-ḳhudī ke naġhme magar aaj tak na ham ne tire lab pe jaam dekhā 
teri anjuman mein zalim ajab ehtimam dekha kahin zindagi ki barish kahin qatl-e-am dekha 
meri arz-e-shauq paDh len ye kahan unhen gawara wahin chaak kar diya KHat jahan mera nam dekha 
baDi minnaton se aa kar wo mujhe mana rahe hain main bacha raha hun daman mera intiqam dekha 
ai 'shakil' ruh-parwar teri be-KHudi ke naghme magar aaj tak na hum ne tere lab pe jam dekha "
Zafar Iqbal,"abhī kisī ke na mere kahe se guzregā vo ḳhud hī ek din is dā.ere se guzregā 
bharī rahe abhī āñkhoñ meñ us ke naam kī niind vo ḳhvāb hai to yūñhī dekhne se guzregā 
jo apne aap guzartā hai kūcha-e-dil se mujhe gumāñ thā mire mashvare se guzregā 
qarīb aane kī tamhīd ek ye bhī rahī vo pahle pahle zarā fāsle se guzregā 
qusūr-vār nahīñ phir bhī chhuptā phirtā huuñ vo merā chor hai aur sāmne se guzregā 
chhupī ho shāyad isī meñ salāmtī dil kī ye rafta rafta agar TūTne se guzregā 
hamārī sāda-dilī thī jo ham samajhte rahe ki aks hai to isī ā.īne se guzregā 
samajh hameñ bhī hai itnī ki us kā ahd-e-sitam guzārnā hai to ab hausle se guzregā 
galī galī mire zarre bikhar ga.e the 'zafar' ḳhabar na thī ki vo kis rāste se guzregā 
abhi kisi ke na mere kahe se guzrega wo KHud hi ek din is daere se guzrega 
bhari rahe abhi aankhon mein us ke nam ki nind wo KHwab hai to yunhi dekhne se guzrega 
jo apne aap guzarta hai kucha-e-dil se mujhe guman tha mere mashware se guzrega 
qarib aane ki tamhid ek ye bhi rahi wo pahle pahle zara fasle se guzrega 
qusur-war nahin phir bhi chhupta phirta hun wo mera chor hai aur samne se guzrega 
chhupi ho shayad isi mein salamti dil ki ye rafta rafta agar TuTne se guzrega 
hamari sada-dili thi jo hum samajhte rahe ki aks hai to isi aaine se guzrega 
samajh hamein bhi hai itni ki us ka ahd-e-sitam guzarna hai to ab hausle se guzrega 
gali gali mere zarre bikhar gae the 'zafar' KHabar na thi ki wo kis raste se guzrega "
Bashir Badr,"patthar ke jigar vaalo ġham meñ vo ravānī hai ḳhud raah banā legā bahtā huā paanī hai 
ik zehn-e-pareshāñ meñ ḳhvāb-e-ġhazalistāñ hai patthar kī hifāzat meñ shīshe kī javānī hai 
dil se jo chhaTe bādal to aañkh meñ sāvan hai Thahrā huā dariyā hai bahtā huā paanī hai 
ham-rañg-e-dil-e-pur-ḳhūñ har lāla-e-sahrā.ī gesū kī tarah muztar ab raat kī raanī hai 
jis sañg pe nazreñ kiiñ ḳhurshīd-e-haqīqat hai jis chāñd se muñh moḌā patthar kī kahānī hai 
ai pīr-e-ḳhirad-mandāñ dil kī bhī zarūrat hai ye shahr-e-ġhazālāñ hai ye mulk-e-javānī hai 
ġham vaj.h-e-figār-e-dil ġham vaj.h-e-qarār-e-dil aañsū kabhī shīsha hai aañsū kabhī paanī hai 
is hausla-e-dil par ham ne bhī kafan pahnā hañs kar koī pūchhegā kyā jaan gañvānī hai 
din talḳh haqā.eq ke sahrāoñ kā sūraj hai shab gesū-e-afsāna yādoñ kī kahānī hai 
vo husn jise ham ne rusvā kiyā duniyā meñ nādīda haqīqat hai nā-gufta kahānī hai 
vo misra-e-āvāra dīvānoñ pe bhārī hai jis meñ tire gesū kī be-rabt kahānī hai 
ham ḳhushbu-e-āvāra ham nūr-e-pareshāñ haiñ ai 'badr' muqaddar meñ āshufta-bayānī hai 
patthar ke jigar walo gham mein wo rawani hai KHud rah bana lega bahta hua pani hai 
ek zehn-e-pareshan mein KHwab-e-ghazalistan hai patthar ki hifazat mein shishe ki jawani hai 
dil se jo chhaTe baadal to aankh mein sawan hai Thahra hua dariya hai bahta hua pani hai 
ham-rang-e-dil-e-pur-KHun har lala-e-sahrai gesu ki tarah muztar ab raat ki rani hai 
jis sang pe nazren kin KHurshid-e-haqiqat hai jis chand se munh moDa patthar ki kahani hai 
ai pir-e-KHirad-mandan dil ki bhi zarurat hai ye shahr-e-ghazalan hai ye mulk-e-jawani hai 
gham wajh-e-figar-e-dil gham wajh-e-qarar-e-dil aansu kabhi shisha hai aansu kabhi pani hai 
is hausla-e-dil par hum ne bhi kafan pahna hans kar koi puchhega kya jaan ganwani hai 
din talKH haqaeq ke sahraon ka suraj hai shab gesu-e-afsana yaadon ki kahani hai 
wo husn jise hum ne ruswa kiya duniya mein nadida haqiqat hai na-gufta kahani hai 
wo misra-e-awara diwanon pe bhaari hai jis mein tere gesu ki be-rabt kahani hai 
hum KHushbu-e-awara hum nur-e-pareshan hain ai 'badr' muqaddar mein aashufta-bayani hai "
Mirza Ghalib,"dil mirā soz-e-nihāñ se be-muhābā jal gayā ātish-e-ḳhāmosh kī mānind goyā jal gayā 
dil meñ zauq-e-vasl o yād-e-yār tak baaqī nahīñ aag is ghar meñ lagī aisī ki jo thā jal gayā 
maiñ adam se bhī pare huuñ varna ġhāfil bār-hā merī āh-e-ātishīñ se bāl-e-anqā jal gayā 
arz kiije jauhar-e-andesha kī garmī kahāñ kuchh ḳhayāl aayā thā vahshat kā ki sahrā jal gayā 
dil nahīñ tujh ko dikhātā varna dāġhoñ kī bahār is charāġhāñ kā karūñ kyā kār-farmā jal gayā 
maiñ huuñ aur afsurdagī kī aarzū 'ġhālib' ki dil dekh kar tarz-e-tapāk-e-ahl-e-duniyā jal gayā 
ḳhānmān-e-āshiqāñ dūkān-e-ātish-bāz hai sho.ala-rū jab ho ga.e garm-e-tamāshā jal gayā 
tā kujā afsos-e-garmī-hā-e-sohbat ai ḳhayāl dil ba-soz-e-ātish-e-dāġh-e-tamannā jal gayā 
hai 'asad' begāna-e-afsurdagī ai bekasī dil z-andāz-e-tapāk-e-ahl-e-duniyā jal gayā 
duud merā sumbulistāñ se kare hai ham-sarī bas-ki shauq-e-ātish-e-gul se sarāpā jal gayā 
sham.a-rūyāñ kī sar-añgusht-e-hinā.ī dekh kar ġhuncha-e-gul par-fishāñ parvāna-āsā jal gayā 
dil mera soz-e-nihan se be-muhaba jal gaya aatish-e-KHamosh ki manind goya jal gaya 
dil mein zauq-e-wasl o yaad-e-yar tak baqi nahin aag is ghar mein lagi aisi ki jo tha jal gaya 
main adam se bhi pare hun warna ghafil bar-ha meri aah-e-atishin se baal-e-anqa jal gaya 
arz kije jauhar-e-andesha ki garmi kahan kuchh KHayal aaya tha wahshat ka ki sahra jal gaya 
dil nahin tujh ko dikhata warna daghon ki bahaar is charaghan ka karun kya kar-farma jal gaya 
main hun aur afsurdagi ki aarzu 'ghaalib' ki dil dekh kar tarz-e-tapak-e-ahl-e-duniya jal gaya 
KHanman-e-ashiqan dukan-e-atish-baz hai shoala-ru jab ho gae garm-e-tamasha jal gaya 
ta kuja afsos-e-garmi-ha-e-sohbat ai KHayal dil ba-soz-e-atish-e-dagh-e-tamanna jal gaya 
hai 'asad' begana-e-afsurdagi ai bekasi dil z-andaz-e-tapak-e-ahl-e-duniya jal gaya 
dud mera sumbulistan se kare hai ham-sari bas-ki shauq-e-atish-e-gul se sarapa jal gaya 
shama-ruyan ki sar-angusht-e-hinai dekh kar ghuncha-e-gul par-fishan parwana-asa jal gaya "
Abdul Hamid Adam,"zulf-e-barham sambhāl kar chaliye rāsta dekh-bhāl kar chaliye 
mausam-e-gul hai apnī bāñhoñ ko merī bāñhoñ meñ Daal kar chaliye 
mai-kade meñ na baiThiye tāham kuchh tabī.at bahāl kar chaliye 
kuchh na deñge to kyā ziyāñ hogā harj kyā hai savāl kar chaliye 
hai agar qatl-e-ām kī niyyat jism kī chhab nikāl kar chaliye 
kisī nāzuk-badan se Takrā kar koī kasb-e-kamāl kar chaliye 
yā dupaTTa na lījiye sar par yā dupaTTa sambhāl kar chaliye 
yaar dozaḳh meñ haiñ muqīm 'adam' ḳhuld se intiqāl kar chaliye 
zulf-e-barham sambhaal kar chaliye rasta dekh-bhaal kar chaliye 
mausam-e-gul hai apni banhon ko meri banhon mein Dal kar chaliye 
mai-kade mein na baiThiye taham kuchh tabiat bahaal kar chaliye 
kuchh na denge to kya ziyan hoga harj kya hai sawal kar chaliye 
hai agar qatl-e-am ki niyyat jism ki chhab nikal kar chaliye 
kisi nazuk-badan se Takra kar koi kasb-e-kamal kar chaliye 
ya dupaTTa na lijiye sar par ya dupaTTa sambhaal kar chaliye 
yar dozaKH mein hain muqim 'adam' KHuld se intiqal kar chaliye "
Gulzar,"os paḌī thī raat bahut aur kohra thā garmā.ish par sailī sī ḳhāmoshī meñ āvāz sunī farmā.ish par 
fāsle haiñ bhī aur nahīñ bhī naapā taulā kuchh bhī nahīñ log ba-zid rahte haiñ phir bhī rishtoñ kī paimā.ish par 
muñh moḌā aur dekhā kitnī duur khaḌe the ham donoñ aap laḌe the ham se bas ik karvaT kī gunjā.ish par 
kāġhaz kā ik chāñd lagā kar raat añdherī khiḌkī par dil meñ kitne ḳhush the apnī furqat kī ārā.ish par 
dil kā hujra kitnī baar ujḌā bhī aur basāyā bhī saarī umr kahāñ Thahrā hai koī ek rihā.ish par 
dhuup aur chhāñv baañT ke tum ne āñgan meñ dīvār chunī kyā itnā āsān hai zinda rahnā is āsā.ish par 
shāyad tiin nujūmī merī maut pe aa kar pahuñcheñge aisā hī ik baar huā thā iisā kī paidā.ish par 
os paDi thi raat bahut aur kohra tha garmaish par saili si KHamoshi mein aawaz suni farmaish par 
fasle hain bhi aur nahin bhi napa taula kuchh bhi nahin log ba-zid rahte hain phir bhi rishton ki paimaish par 
munh moDa aur dekha kitni dur khaDe the hum donon aap laDe the hum se bas ek karwaT ki gunjaish par 
kaghaz ka ek chand laga kar raat andheri khiDki par dil mein kitne KHush the apni furqat ki aaraish par 
dil ka hujra kitni bar ujDa bhi aur basaya bhi sari umr kahan Thahra hai koi ek rihaish par 
dhup aur chhanw banT ke tum ne aangan mein diwar chuni kya itna aasan hai zinda rahna is aasaish par 
shayad tin nujumi meri maut pe aa kar pahunchenge aisa hi ek bar hua tha isa ki paidaish par "
Javed Akhtar,"shahr ke dukāñ-dāro kārobār-e-ulfat meñ suud kyā ziyāñ kyā hai tum na jaan pāoge dil ke daam kitne haiñ ḳhvāb kitne mahñge haiñ aur naqd-e-jāñ kyā hai tum na jaan pāoge 
koī kaise miltā hai phuul kaise khiltā hai aañkh kaise jhuktī hai saañs kaise ruktī hai kaise rah nikaltī hai kaise baat chaltī hai shauq kī zabāñ kyā hai tum na jaan pāoge 
vasl kā sukūñ kyā hai hijr kā junūñ kyā hai husn kā fusūñ kyā hai ishq kā darūñ kyā hai tum marīz-e-dānā.ī maslahat ke shaidā.ī rāh-e-gum-rahāñ kyā hai tum na jaan pāoge 
zaḳhm kaise phalte haiñ daaġh kaise jalte haiñ dard kaise hotā hai koī kaise rotā hai ashk kyā hai naale kyā dasht kyā hai chhāle kyā aah kyā fuġhāñ kyā hai tum na jaan pāoge 
nā-murād dil kaise sub.h-o-shām karte haiñ kaise zinda rahte haiñ aur kaise marte haiñ tum ko kab nazar aa.ī ġham-zadoñ kī tanhā.ī ziist be-amāñ kyā hai tum na jaan pāoge 
jāntā huuñ maiñ tum ko zauq-e-shā.erī bhī hai shaḳhsiyat sajāne meñ ik ye māhrī bhī hai phir bhī harf chunte ho sirf lafz sunte ho un ke darmiyāñ kyā hai tum na jaan pāoge 
shahr ke dukan-daro karobar-e-ulfat mein sud kya ziyan kya hai tum na jaan paoge dil ke dam kitne hain KHwab kitne mahnge hain aur naqd-e-jaan kya hai tum na jaan paoge 
koi kaise milta hai phul kaise khilta hai aankh kaise jhukti hai sans kaise rukti hai kaise rah nikalti hai kaise baat chalti hai shauq ki zaban kya hai tum na jaan paoge 
wasl ka sukun kya hai hijr ka junun kya hai husn ka fusun kya hai ishq ka darun kya hai tum mariz-e-danai maslahat ke shaidai rah-e-gum-rahan kya hai tum na jaan paoge 
zaKHm kaise phalte hain dagh kaise jalte hain dard kaise hota hai koi kaise rota hai ashk kya hai nale kya dasht kya hai chhaale kya aah kya fughan kya hai tum na jaan paoge 
na-murad dil kaise subh-o-sham karte hain kaise zinda rahte hain aur kaise marte hain tum ko kab nazar aai gham-zadon ki tanhai zist be-aman kya hai tum na jaan paoge 
jaanta hun main tum ko zauq-e-shaeri bhi hai shaKHsiyat sajaane mein ek ye mahri bhi hai phir bhi harf chunte ho sirf lafz sunte ho un ke darmiyan kya hai tum na jaan paoge "
Noshi Gilani,"ab kis se kaheñ aur kaun sune jo haal tumhāre baad huā is dil kī jhiil sī āñkhoñ meñ ik ḳhvāb bahut barbād huā 
ye hijr-havā bhī dushman hai is naam ke saare rañgoñ kī vo naam jo mere hoñToñ par ḳhushbū kī tarah ābād huā 
us shahr meñ kitne chehre the kuchh yaad nahīñ sab bhuul ga.e ik shaḳhs kitāboñ jaisā thā vo shaḳhs zabānī yaad huā 
vo apne gaañv kī galiyāñ thiiñ dil jin meñ nāchtā gaatā thā ab is se farq nahīñ paḌtā nāshād huā yā shaad huā 
benām satā.ish rahtī thī in gahrī sāñvlī āñkhoñ meñ aisā to kabhī sochā bhī na thā dil ab jitnā bedād huā 
ab kis se kahen aur kaun sune jo haal tumhaare baad hua is dil ki jhil si aankhon mein ek KHwab bahut barbaad hua 
ye hijr-hawa bhi dushman hai is nam ke sare rangon ki wo nam jo mere honTon par KHushbu ki tarah aabaad hua 
us shahr mein kitne chehre the kuchh yaad nahin sab bhul gae ek shaKHs kitabon jaisa tha wo shaKHs zabani yaad hua 
wo apne ganw ki galiyan thin dil jin mein nachta gata tha ab is se farq nahin paDta nashad hua ya shad hua 
benam sataish rahti thi in gahri sanwli aankhon mein aisa to kabhi socha bhi na tha dil ab jitna bedad hua "
Hasrat Mohani,"rog dil ko lagā ga.iiñ āñkheñ ik tamāshā dikhā ga.iiñ āñkheñ 
mil ke un kī nigāh-e-jādū se dil ko hairāñ banā ga.iiñ āñkheñ 
mujh ko dikhlā ke rāh-e-kūcha-yār kis ġhazab meñ phañsā ga.iiñ āñkheñ 
us ne dekhā thā kis nazar se mujhe dil meñ goyā samā ga.iiñ āñkheñ 
mahfil-e-yār meñ ba-zauq-e-nigāh lutf kyā kyā uThā ga.iiñ āñkheñ 
haal sunte vo kyā mirā 'hasrat' vo to kahiye sunā ga.iiñ āñkheñ 
rog dil ko laga gain aankhen ek tamasha dikha gain aankhen 
mil ke un ki nigah-e-jadu se dil ko hairan bana gain aankhen 
mujh ko dikhla ke rah-e-kucha-yar kis ghazab mein phansa gain aankhen 
us ne dekha tha kis nazar se mujhe dil mein goya sama gain aankhen 
mahfil-e-yar mein ba-zauq-e-nigah lutf kya kya uTha gain aankhen 
haal sunte wo kya mera 'hasrat' wo to kahiye suna gain aankhen "
Nasir Kazmi,"kaun us raah se guzartā hai dil yūñhī intizār kartā hai 
dekh kar bhī na dekhne vaale dil tujhe dekh dekh Dartā hai 
shahr-e-gul meñ kaTī hai saarī raat dekhiye din kahāñ guzartā hai 
dhyān kī sīḌhiyoñ pe pichhle pahar koī chupke se paañv dhartā hai 
dil to merā udaas hai 'nāsir' shahr kyuuñ saa.eñ saa.eñ kartā hai 
kaun us rah se guzarta hai dil yunhi intizar karta hai 
dekh kar bhi na dekhne wale dil tujhe dekh dekh Darta hai 
shahr-e-gul mein kaTi hai sari raat dekhiye din kahan guzarta hai 
dhyan ki siDhiyon pe pichhle pahar koi chupke se panw dharta hai 
dil to mera udas hai 'nasir' shahr kyun saen saen karta hai "
Jigar Moradabadi,"jo tūfānoñ meñ palte jā rahe haiñ vahī duniyā badalte jā rahe haiñ 
nikhartā aa rahā hai rañg-e-gulshan ḳhas o ḳhāshāk jalte jā rahe haiñ 
vahīñ maiñ ḳhaak uḌtī dekhtā huuñ jahāñ chashme ubalte jā rahe haiñ 
charāġh-e-dair-o-kāba allāh allāh havā kī zid pe jalte jā rahe haiñ 
shabāb o husn meñ bahas aa paḌī hai na.e pahlū nikalte jā rahe haiñ 
jo tufanon mein palte ja rahe hain wahi duniya badalte ja rahe hain 
nikharta aa raha hai rang-e-gulshan KHas o KHashak jalte ja rahe hain 
wahin main KHak uDti dekhta hun jahan chashme ubalte ja rahe hain 
charagh-e-dair-o-kaba allah allah hawa ki zid pe jalte ja rahe hain 
shabab o husn mein bahas aa paDi hai nae pahlu nikalte ja rahe hain "
Ahmad Nadeem Qasmi,"jaane kahāñ the aur chale the kahāñ se ham bedār ho ga.e kisī ḳhvāb-e-girāñ se ham 
ai nau-bahār-e-nāz tirī nik.hatoñ kī ḳhair dāman jhaTak ke nikle tire gulsitāñ se ham 
pindār-e-āshiqī kī amānat hai āh-e-sard ye tiir aaj chhoḌ rahe haiñ kamāñ se ham 
aao ġhubār-e-rāh meñ DhūñDeñ shamīm-e-nāz aao ḳhabar bahār kī pūchheñ ḳhizāñ se ham 
āḳhir duā kareñ bhī to kis mudda.ā ke saath kaise zamīñ kī baat kaheñ āsmāñ se ham 
jaane kahan the aur chale the kahan se hum bedar ho gae kisi KHwab-e-giran se hum 
ai nau-bahaar-e-naz teri nikhaton ki KHair daman jhaTak ke nikle tere gulsitan se hum 
pindar-e-ashiqi ki amanat hai aah-e-sard ye tir aaj chhoD rahe hain kaman se hum 
aao ghubar-e-rah mein DhunDen shamim-e-naz aao KHabar bahaar ki puchhen KHizan se hum 
aaKHir dua karen bhi to kis muddaa ke sath kaise zamin ki baat kahen aasman se hum "
Fana Nizami Kanpuri,"Dūbne vaale kī mayyat par lākhoñ rone vaale haiñ phuuT phuuT kar jo rote haiñ vahī Dubone vaale haiñ 
kis kis ko tum bhuul ga.e ho ġhaur se dekho bāda-kasho shīsh-mahal ke rahne vaale patthar Dhone vaale haiñ 
sone kā ye vaqt nahīñ hai jaag bhī jaao be-ḳhabaro varna ham to tum se ziyādā chain se sone vaale haiñ 
aaj sunā kar apnā fasāna ham ye kareñge andāza kitne dost haiñ hañsne vaale kitne rone vaale haiñ 
maiñ bhī unheñ pahchān rahā huuñ ġhaur se dekho bāda-kasho shāyad shaiḳh-e-haram baiThe haiñ vo jo kone vaale haiñ 
Dubne wale ki mayyat par lakhon rone wale hain phuT phuT kar jo rote hain wahi Dubone wale hain 
kis kis ko tum bhul gae ho ghaur se dekho baada-kasho shish-mahal ke rahne wale patthar Dhone wale hain 
sone ka ye waqt nahin hai jag bhi jao be-KHabaro warna hum to tum se ziyaada chain se sone wale hain 
aaj suna kar apna fasana hum ye karenge andaza kitne dost hain hansne wale kitne rone wale hain 
main bhi unhen pahchan raha hun ghaur se dekho baada-kasho shayad shaiKH-e-haram baiThe hain wo jo kone wale hain "
Jigar Moradabadi,"barābar se bach kar guzar jaane vaale ye naale nahīñ be-asar jaane vaale 
nahīñ jānte kuchh ki jaanā kahāñ hai chale jā rahe haiñ magar jaane vaale 
mire dil kī betābiyāñ bhī liye jā dabe paañv muñh pher kar jaane vaale 
tire ik ishāre pe sākit khaḌe haiñ nahīñ kah ke sab se guzar jaane vaale 
mohabbat meñ ham to jiye haiñ jiyeñge vo hoñge koī aur mar jaane vaale 
barabar se bach kar guzar jaane wale ye nale nahin be-asar jaane wale 
nahin jaante kuchh ki jaana kahan hai chale ja rahe hain magar jaane wale 
mere dil ki betabiyan bhi liye ja dabe panw munh pher kar jaane wale 
tere ek ishaare pe sakit khaDe hain nahin kah ke sab se guzar jaane wale 
mohabbat mein hum to jiye hain jiyenge wo honge koi aur mar jaane wale "
Shahryar,"kis kis tarah se mujh ko na rusvā kiyā gayā ġhairoñ kā naam mere lahū se likhā gayā 
niklā thā maiñ sadā-e-jaras kī talāsh meñ dhoke se is sukūt ke sahrā meñ aa gayā 
kyuuñ aaj us kā zikr mujhe ḳhush na kar sakā kyuuñ aaj us kā naam mirā dil dukhā gayā 
maiñ jism ke hisār meñ mahsūr huuñ abhī vo ruuh kī hadoñ se bhī aage chalā gayā 
is hādse ko sun ke karegā yaqīñ koī sūraj ko ek jhoñkā havā kā bujhā gayā 
kis kis tarah se mujh ko na ruswa kiya gaya ghairon ka nam mere lahu se likha gaya 
nikla tha main sada-e-jaras ki talash mein dhoke se is sukut ke sahra mein aa gaya 
kyun aaj us ka zikr mujhe KHush na kar saka kyun aaj us ka nam mera dil dukha gaya 
main jism ke hisar mein mahsur hun abhi wo ruh ki hadon se bhi aage chala gaya 
is hadse ko sun ke karega yaqin koi suraj ko ek jhonka hawa ka bujha gaya "
Nida Fazli,"din salīqe se ugā raat Thikāne se rahī dostī apnī bhī kuchh roz zamāne se rahī 
chand lamhoñ ko hī bantī haiñ musavvir āñkheñ zindagī roz to tasvīr banāne se rahī 
is añdhere meñ to Thokar hī ujālā degī raat jañgal meñ koī sham.a jalāne se rahī 
fāsla chāñd banā detā hai har patthar ko duur kī raushnī nazdīk to aane se rahī 
shahr meñ sab ko kahāñ miltī hai rone kī jagah apnī izzat bhī yahāñ hañsne hañsāne se rahī 
din saliqe se uga raat Thikane se rahi dosti apni bhi kuchh roz zamane se rahi 
chand lamhon ko hi banti hain musawwir aankhen zindagi roz to taswir banane se rahi 
is andhere mein to Thokar hi ujala degi raat jangal mein koi shama jalane se rahi 
fasla chand bana deta hai har patthar ko dur ki raushni nazdik to aane se rahi 
shahr mein sab ko kahan milti hai rone ki jagah apni izzat bhi yahan hansne hansane se rahi "
